age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
40;technician;married;secondary;no;93;yes;no;unknown;13;may;134
31;blue-collar;married;secondary;no;1766;no;yes;cellular;5;jun;166
39;services;married;secondary;no;124;yes;no;cellular;31;jul;81
33;admin.;married;tertiary;no;69;no;yes;cellular;4;may;77
53;services;divorced;secondary;no;0;no;no;cellular;12;mar;80
38;management;married;tertiary;no;0;yes;no;cellular;13;may;537
59;technician;married;secondary;no;259;no;no;cellular;15;jun;415
55;blue-collar;married;primary;no;4103;no;no;cellular;19;nov;291
38;technician;single;tertiary;no;744;yes;no;cellular;14;may;283
48;services;married;secondary;no;116;yes;no;telephone;20;apr;70
53;blue-collar;married;secondary;no;70;yes;no;unknown;5;may;611
44;admin.;divorced;secondary;no;432;no;no;cellular;9;feb;132
57;management;married;tertiary;no;1172;no;no;unknown;18;jun;26
29;blue-collar;single;secondary;no;9;yes;no;cellular;11;may;262
31;services;married;secondary;no;428;yes;no;unknown;21;may;272
35;technician;single;tertiary;no;7546;yes;no;cellular;28;dec;137
31;blue-collar;married;primary;no;620;no;no;cellular;30;mar;95
35;self-employed;married;tertiary;no;8647;no;no;cellular;19;nov;140
40;management;single;secondary;no;192;yes;no;unknown;16;may;71
39;blue-collar;married;secondary;no;0;yes;no;cellular;7;may;502
43;technician;single;tertiary;no;27733;yes;no;unknown;3;jun;164
44;entrepreneur;married;primary;no;276;yes;yes;unknown;15;may;219
29;technician;single;secondary;no;113;no;no;cellular;12;feb;328
40;technician;married;secondary;no;782;yes;no;unknown;14;may;224
33;entrepreneur;married;primary;no;82;yes;no;cellular;18;nov;63
46;management;married;tertiary;no;1008;no;no;cellular;29;aug;24
27;unknown;single;tertiary;no;6421;no;no;telephone;28;jan;147
26;admin.;single;secondary;no;443;no;no;cellular;30;jul;84
41;technician;married;secondary;no;351;yes;no;cellular;9;jul;175
34;technician;married;tertiary;no;5060;yes;no;cellular;21;aug;12
39;technician;single;tertiary;no;-41;no;yes;cellular;25;aug;40
27;services;single;secondary;no;-124;no;no;cellular;18;jul;217
31;blue-collar;married;secondary;no;79;yes;yes;cellular;23;jul;235
44;unemployed;single;secondary;no;3945;no;no;cellular;28;jan;255
55;retired;married;tertiary;no;197;no;yes;cellular;8;jul;256
51;blue-collar;divorced;primary;no;837;no;no;telephone;30;jul;41
50;management;married;tertiary;no;-94;no;yes;unknown;25;jun;75
30;services;married;secondary;no;1743;yes;no;cellular;5;feb;192
46;technician;married;secondary;no;57;no;no;unknown;28;may;796
49;admin.;married;secondary;no;635;no;no;cellular;25;aug;220
56;retired;married;secondary;no;-113;yes;yes;cellular;12;aug;614
47;admin.;divorced;secondary;no;225;no;no;cellular;28;aug;1126
30;admin.;married;secondary;no;124;no;no;telephone;16;jun;161
36;entrepreneur;single;secondary;no;475;no;no;cellular;25;jul;141
40;management;married;tertiary;no;-7;no;yes;telephone;25;jul;697
37;technician;single;secondary;yes;375;no;no;unknown;9;jun;223
42;admin.;divorced;secondary;no;936;no;no;cellular;30;jan;931
45;technician;married;secondary;no;1415;yes;no;cellular;17;nov;483
34;unemployed;single;secondary;no;0;no;no;cellular;17;nov;63
27;admin.;single;secondary;no;3638;no;no;cellular;11;jul;271
30;blue-collar;married;secondary;no;-99;yes;no;cellular;15;may;144
32;technician;married;secondary;no;167;yes;yes;cellular;8;aug;79
46;housemaid;married;primary;no;19;yes;no;telephone;21;jul;171
29;self-employed;married;tertiary;no;242;yes;no;cellular;18;jul;73
53;unknown;married;unknown;no;13;no;no;telephone;28;jan;69
32;technician;married;secondary;no;286;no;no;cellular;20;apr;60
49;unemployed;married;secondary;no;769;yes;no;unknown;14;may;257
35;management;married;tertiary;no;93;no;no;cellular;4;may;198
38;blue-collar;married;secondary;no;1663;yes;no;cellular;13;apr;217
39;entrepreneur;married;primary;no;238;yes;yes;cellular;19;nov;134
34;technician;single;secondary;no;2178;yes;no;cellular;26;may;41
42;blue-collar;married;primary;no;792;yes;yes;cellular;19;nov;611
35;blue-collar;single;unknown;no;871;yes;no;unknown;6;jun;216
60;admin.;married;secondary;no;1025;no;no;cellular;6;aug;388
57;technician;divorced;secondary;no;63;yes;no;unknown;5;may;242
31;blue-collar;single;secondary;no;16;no;no;cellular;7;jul;387
29;management;single;secondary;no;417;no;no;cellular;7;oct;90
41;services;married;secondary;no;3992;yes;no;telephone;20;nov;281
46;blue-collar;married;primary;no;2749;yes;no;cellular;17;nov;332
33;technician;married;secondary;no;133;no;no;cellular;4;may;218
32;blue-collar;single;secondary;no;1721;yes;no;unknown;21;may;650
54;management;divorced;tertiary;no;2171;yes;yes;telephone;18;nov;1034
37;services;married;secondary;no;4760;yes;no;cellular;8;may;182
32;technician;single;secondary;no;2979;no;no;cellular;25;may;156
43;management;married;tertiary;no;690;yes;no;cellular;6;aug;171
50;blue-collar;divorced;secondary;no;203;yes;no;telephone;19;nov;265
34;blue-collar;married;secondary;no;322;yes;no;cellular;20;apr;10
31;admin.;divorced;secondary;no;1210;no;no;cellular;16;jul;350
43;self-employed;married;secondary;no;634;yes;no;cellular;17;nov;65
49;entrepreneur;married;secondary;no;273;no;no;cellular;23;jul;58
22;student;single;unknown;no;47;no;no;cellular;3;jul;69
35;management;married;tertiary;no;1100;no;yes;cellular;29;jan;127
56;admin.;married;secondary;no;0;yes;no;telephone;19;nov;154
53;blue-collar;married;secondary;no;0;no;no;telephone;31;jul;36
54;entrepreneur;married;tertiary;no;1544;no;yes;cellular;5;feb;85
32;services;single;unknown;no;6145;yes;no;cellular;14;may;362
41;self-employed;married;secondary;no;28;yes;no;cellular;11;may;49
40;blue-collar;married;secondary;no;1012;yes;no;cellular;6;may;410
33;blue-collar;married;primary;no;245;yes;yes;cellular;8;may;253
33;management;single;tertiary;no;1998;no;no;cellular;19;nov;570
34;blue-collar;married;secondary;no;3990;yes;no;cellular;24;jul;633
36;services;married;secondary;no;1328;yes;no;unknown;6;jun;82
34;entrepreneur;married;tertiary;no;412;yes;yes;cellular;8;jul;164
55;management;married;primary;no;229;no;yes;unknown;9;jun;175
28;student;single;tertiary;no;1562;no;no;cellular;15;feb;659
29;admin.;single;secondary;no;3432;yes;no;cellular;17;apr;139
31;admin.;single;secondary;no;144;yes;no;unknown;4;jul;43
52;management;married;tertiary;no;1339;yes;no;cellular;22;aug;343
54;services;married;unknown;no;386;no;yes;cellular;19;nov;74
43;blue-collar;married;primary;no;7727;yes;no;unknown;15;may;302
55;entrepreneur;married;secondary;no;204;no;no;cellular;14;jul;455
28;blue-collar;divorced;unknown;no;101;yes;no;unknown;28;may;126
45;unemployed;divorced;secondary;no;728;yes;yes;cellular;18;nov;107
45;entrepreneur;married;primary;no;2418;yes;no;unknown;14;may;120
51;management;married;tertiary;no;2934;yes;no;cellular;18;nov;727
42;technician;single;secondary;no;0;yes;no;unknown;7;may;275
43;unknown;single;unknown;no;181;no;no;telephone;28;jan;41
34;management;married;tertiary;no;176;no;no;cellular;18;aug;61
36;blue-collar;married;primary;no;49;yes;no;cellular;15;may;232
37;blue-collar;married;secondary;no;2023;yes;no;cellular;10;jul;214
50;blue-collar;married;secondary;no;372;yes;no;telephone;11;may;21
42;management;divorced;unknown;no;7702;no;no;cellular;16;feb;138
34;blue-collar;single;primary;no;464;yes;no;cellular;18;may;173
48;management;married;secondary;no;117;yes;no;cellular;16;apr;635
47;admin.;married;secondary;no;104;yes;yes;cellular;14;jul;77
40;management;married;tertiary;no;1041;yes;no;unknown;12;jun;73
37;management;married;tertiary;no;539;no;no;cellular;18;jan;540
38;blue-collar;married;primary;no;0;yes;no;unknown;3;jun;179
29;technician;single;tertiary;no;406;yes;no;cellular;17;jul;119
46;blue-collar;married;primary;no;2558;yes;no;telephone;20;nov;107
26;blue-collar;married;secondary;no;484;yes;no;unknown;19;may;48
30;services;single;tertiary;no;3516;yes;no;unknown;29;may;447
42;blue-collar;married;secondary;no;5639;yes;no;cellular;17;jul;430
42;management;single;tertiary;no;100;no;no;cellular;7;aug;64
31;admin.;single;secondary;no;1306;yes;no;unknown;28;may;217
37;management;single;tertiary;no;815;yes;no;cellular;7;may;77
26;blue-collar;married;secondary;no;245;yes;no;unknown;26;may;16
54;blue-collar;married;unknown;no;191;no;no;cellular;4;aug;753
70;retired;married;secondary;no;2815;no;no;cellular;26;apr;125
29;self-employed;single;secondary;no;3672;yes;yes;unknown;28;may;1210
50;services;married;secondary;no;1572;yes;no;cellular;9;jul;185
60;unemployed;divorced;secondary;no;385;yes;no;cellular;4;feb;80
32;technician;single;secondary;no;29;no;no;cellular;19;aug;156
32;technician;married;secondary;no;84;no;yes;cellular;29;jul;403
34;self-employed;single;tertiary;no;876;yes;no;cellular;17;nov;145
48;services;single;primary;no;1499;yes;no;cellular;12;may;17
25;student;married;tertiary;no;0;yes;no;cellular;9;jul;160
32;management;married;secondary;no;6217;yes;yes;cellular;18;nov;486
32;blue-collar;married;primary;no;329;yes;no;cellular;3;feb;321
47;admin.;divorced;secondary;no;162;yes;no;unknown;9;may;203
32;technician;married;unknown;no;14533;no;no;cellular;31;dec;646
49;management;single;tertiary;no;151;yes;no;cellular;8;jul;97
53;services;married;secondary;no;-2;yes;yes;cellular;16;apr;144
41;blue-collar;single;unknown;no;4684;no;no;unknown;20;jun;30
47;management;divorced;tertiary;no;1149;no;yes;cellular;15;jul;82
35;blue-collar;married;primary;no;11;yes;no;unknown;13;may;326
33;management;single;secondary;no;8004;no;no;cellular;19;nov;414
49;blue-collar;married;primary;no;1019;yes;no;cellular;16;apr;285
46;management;divorced;tertiary;no;1297;no;no;cellular;11;aug;716
29;management;divorced;tertiary;no;415;yes;yes;unknown;28;may;449
58;self-employed;married;primary;no;671;yes;no;unknown;17;jun;16
40;admin.;single;secondary;no;2378;yes;no;unknown;2;jun;65
34;management;married;tertiary;no;417;yes;no;cellular;18;nov;138
60;retired;married;primary;no;71;no;no;cellular;10;jul;121
43;management;married;tertiary;no;1188;no;no;cellular;27;may;140
50;blue-collar;married;primary;no;8139;yes;no;cellular;18;aug;256
33;blue-collar;married;secondary;no;249;yes;no;cellular;31;jul;61
37;blue-collar;married;primary;no;689;yes;no;cellular;14;jul;367
55;self-employed;married;secondary;no;203;yes;no;telephone;14;may;9
45;blue-collar;single;primary;yes;-183;no;yes;cellular;15;jul;395
47;blue-collar;married;primary;no;3451;no;yes;cellular;21;nov;125
58;technician;married;secondary;no;116;no;no;unknown;16;jun;580
36;services;married;secondary;no;1746;yes;no;cellular;7;apr;15
55;technician;married;secondary;no;0;yes;no;unknown;30;may;119
31;blue-collar;married;secondary;no;897;yes;no;unknown;20;may;26
38;technician;married;secondary;no;821;yes;yes;cellular;17;nov;224
42;blue-collar;married;secondary;no;130;yes;no;unknown;29;may;285
32;management;divorced;tertiary;no;1;yes;no;unknown;8;may;399
39;blue-collar;married;secondary;no;8;no;no;cellular;30;jul;88
41;technician;married;secondary;no;55;yes;no;cellular;6;aug;185
59;blue-collar;married;primary;no;699;no;no;cellular;28;jan;98
42;unemployed;divorced;secondary;no;759;no;no;cellular;28;jan;97
33;blue-collar;married;secondary;no;687;yes;no;cellular;14;may;72
53;retired;married;secondary;no;4968;no;no;cellular;6;may;109
43;blue-collar;married;primary;no;1211;yes;no;unknown;6;may;208
39;self-employed;single;tertiary;no;426;no;no;unknown;18;jun;1029
27;entrepreneur;single;secondary;no;376;yes;yes;cellular;5;may;273
39;management;married;tertiary;no;12;yes;no;unknown;23;may;130
27;blue-collar;single;secondary;no;23;no;no;cellular;26;feb;590
33;admin.;married;secondary;no;353;yes;no;cellular;19;nov;107
29;services;divorced;secondary;no;330;yes;no;unknown;12;may;88
33;management;divorced;tertiary;no;0;no;no;cellular;13;aug;305
41;entrepreneur;married;secondary;no;353;no;no;cellular;19;nov;90
38;technician;single;tertiary;no;2273;yes;no;cellular;17;apr;222
30;management;married;tertiary;no;0;yes;no;cellular;9;jul;127
58;unemployed;married;tertiary;no;744;no;no;telephone;28;jan;38
37;services;single;secondary;no;608;no;no;cellular;14;may;380
36;admin.;divorced;secondary;no;356;yes;no;cellular;7;apr;244
45;blue-collar;married;primary;no;1291;yes;no;cellular;28;aug;189
23;technician;single;secondary;no;-306;yes;no;unknown;4;jun;217
53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388
44;blue-collar;married;primary;no;-312;yes;no;unknown;20;jun;22
32;technician;single;secondary;no;493;no;no;cellular;13;aug;289
32;management;married;tertiary;no;71;yes;no;cellular;21;jul;221
38;admin.;married;tertiary;no;669;yes;yes;cellular;31;jul;129
47;blue-collar;married;primary;no;556;yes;no;cellular;4;feb;147
34;services;single;secondary;no;84;yes;no;unknown;23;may;299
52;services;married;secondary;no;108;yes;no;unknown;15;may;543
45;admin.;single;secondary;no;-11;yes;no;cellular;5;may;247
50;blue-collar;married;primary;no;1164;yes;no;unknown;8;may;166
52;blue-collar;divorced;primary;no;-191;yes;no;unknown;15;may;755
37;blue-collar;married;secondary;no;132;no;no;unknown;27;may;336
51;blue-collar;married;secondary;no;2237;yes;no;unknown;29;may;619
32;management;married;tertiary;no;4761;yes;no;cellular;5;may;159
33;blue-collar;married;secondary;no;-346;yes;yes;unknown;23;may;29
28;unemployed;married;secondary;no;655;yes;no;unknown;4;jun;606
66;management;married;tertiary;no;1048;yes;no;cellular;23;jun;971
31;services;single;secondary;no;0;yes;no;unknown;28;may;231
35;blue-collar;married;primary;no;624;yes;no;unknown;7;may;163
47;services;single;unknown;no;1784;no;no;cellular;19;oct;385
36;admin.;single;secondary;no;1281;no;no;telephone;24;jul;119
32;technician;single;tertiary;no;569;no;yes;cellular;29;jan;348
34;blue-collar;married;primary;no;1666;yes;no;unknown;31;mar;30
40;admin.;married;secondary;no;168;yes;no;cellular;7;may;249
33;self-employed;married;tertiary;no;263;no;no;cellular;4;may;119
39;blue-collar;married;secondary;no;-405;yes;no;cellular;8;may;177
38;self-employed;married;secondary;no;279;yes;no;unknown;28;may;110
32;technician;single;secondary;no;0;no;no;cellular;18;aug;594
65;unknown;married;unknown;no;300;no;no;cellular;12;jan;105
34;unemployed;single;tertiary;no;415;no;no;cellular;12;aug;123
34;admin.;single;primary;no;0;yes;yes;cellular;6;may;172
42;blue-collar;single;primary;no;1322;yes;yes;cellular;8;jul;178
31;services;married;secondary;no;1062;yes;yes;cellular;6;apr;230
47;technician;married;secondary;no;302;yes;no;unknown;20;jun;89
44;technician;divorced;secondary;no;809;yes;no;unknown;15;may;118
38;housemaid;married;secondary;no;-278;yes;no;cellular;28;jul;143
28;management;single;tertiary;no;3238;yes;no;unknown;19;may;7
46;admin.;single;secondary;no;751;yes;no;unknown;13;may;104
51;blue-collar;divorced;primary;no;-28;no;yes;unknown;2;jul;220
42;management;divorced;tertiary;no;0;no;no;unknown;20;jun;85
37;technician;single;secondary;no;2442;no;no;cellular;16;feb;91
58;unemployed;married;tertiary;no;1798;yes;no;cellular;5;feb;19
43;admin.;married;secondary;no;132;no;no;cellular;19;aug;574
36;management;single;tertiary;no;260;yes;no;cellular;7;may;49
34;blue-collar;married;secondary;no;7;yes;yes;cellular;2;feb;171
31;management;single;tertiary;no;3283;no;no;cellular;2;feb;258
49;technician;married;unknown;no;323;yes;no;cellular;18;nov;41
54;management;married;tertiary;no;2960;yes;no;cellular;20;nov;83
29;unemployed;single;secondary;no;486;no;no;telephone;30;apr;95
51;retired;divorced;secondary;no;343;yes;no;unknown;30;may;78
40;unemployed;divorced;secondary;no;507;yes;no;cellular;2;feb;134
35;management;single;tertiary;no;5958;yes;no;cellular;22;mar;215
25;student;single;secondary;no;304;no;no;cellular;26;may;226
32;blue-collar;single;secondary;no;118;yes;no;cellular;17;jul;1275
30;self-employed;married;secondary;no;123;no;yes;unknown;17;jul;66
38;management;married;tertiary;no;76;yes;no;cellular;7;jul;196
46;admin.;married;secondary;no;70;yes;no;cellular;27;mar;229
43;unemployed;married;primary;no;960;yes;yes;unknown;15;may;241
32;technician;single;tertiary;no;2185;no;no;cellular;20;nov;354
29;blue-collar;single;secondary;no;309;yes;no;cellular;11;may;471
56;blue-collar;married;secondary;no;2190;no;yes;cellular;30;jan;90
57;technician;married;primary;no;0;no;no;unknown;5;jun;58
38;admin.;married;secondary;no;3732;yes;no;unknown;21;may;379
51;technician;married;primary;no;1550;no;no;unknown;20;jun;12
35;admin.;single;tertiary;no;62;no;yes;cellular;30;apr;67
37;blue-collar;married;primary;no;704;no;no;unknown;18;jun;165
48;management;married;secondary;no;4415;yes;no;cellular;8;apr;1032
30;blue-collar;single;secondary;yes;4;yes;no;unknown;23;may;84
